model,model_type,pair_id,category,phenomenon,good_sentence,bad_sentence,good_score,bad_score,score_difference,correct
bert-base-uncased,mlm,789,island_effects,adjunct_island,Who had the driver revealed after distracting Claire?,Who had the driver revealed Claire after distracting?,-61.80743509531021,-61.424800008535385,-0.38263508677482605,False
bert-base-uncased,mlm,790,island_effects,adjunct_island,Who might Heather leave without noticing Christopher?,Who might Heather leave Christopher without noticing?,-54.92692303657532,-61.23890495300293,6.311981916427612,True
bert-base-uncased,mlm,791,island_effects,adjunct_island,Who might a dancer respect before annoying Theresa?,Who might a dancer respect Theresa before annoying?,-74.28061294555664,-73.68280935287476,-0.5978035926818848,False
bert-base-uncased,mlm,792,island_effects,adjunct_island,Who was Caroline referencing while talking about Sandra?,Who was Caroline referencing Sandra while talking about?,-58.637624979019165,-67.20247507095337,8.564850091934204,True
bert-base-uncased,mlm,793,island_effects,adjunct_island,What is Claire going to while aggravating those schools?,What is Claire going to those schools while aggravating?,-73.26569533348083,-67.82800030708313,-5.437695026397705,False
bert-base-uncased,mlm,794,island_effects,adjunct_island,Who was Paula leaving before embarrassing Frank?,Who was Paula leaving Frank before embarrassing?,-52.8938022851944,-59.578798055648804,6.684995770454407,True
bert-base-uncased,mlm,795,island_effects,adjunct_island,Who have the patients healed while thinking about Roger?,Who have the patients healed Roger while thinking about?,-57.31080901622772,-66.46157252788544,9.150763511657715,True
bert-base-uncased,mlm,796,island_effects,adjunct_island,What has Denise ascended before finding some slope?,What has Denise ascended some slope before finding?,-68.82688808441162,-68.88614392280579,0.05925583839416504,True
bert-base-uncased,mlm,797,island_effects,adjunct_island,Who was this newspaper article astounding before hurting Robert?,Who was this newspaper article astounding Robert before hurting?,-79.8276309967041,-86.06387758255005,6.236246585845947,True
bert-base-uncased,mlm,798,island_effects,adjunct_island,Who were all pedestrians hugging after aggravating most actors?,Who were all pedestrians hugging most actors after aggravating?,-86.70874813199043,-94.38171029090881,7.672962158918381,True
bert-base-uncased,mlm,799,island_effects,adjunct_island,Who had Vanessa aggravated before aggravating Vincent?,Who had Vanessa aggravated Vincent before aggravating?,-79.33732080459595,-76.38736987113953,-2.949950933456421,False
bert-base-uncased,mlm,800,island_effects,adjunct_island,Who has some fish astounded before shocking William?,Who has some fish astounded William before shocking?,-81.4115138053894,-82.20093393325806,0.7894201278686523,True
bert-base-uncased,mlm,801,island_effects,adjunct_island,Who could Denise watch after insulting Dan?,Who could Denise watch Dan after insulting?,-62.769351959228516,-64.25400137901306,1.484649419784546,True
bert-base-uncased,mlm,802,island_effects,adjunct_island,Who could some girl investigate without concealing Larry?,Who could some girl investigate Larry without concealing?,-58.41356101632118,-65.873300075531,7.459739059209824,True
bert-base-uncased,mlm,803,island_effects,adjunct_island,Who should the bread irritate before upsetting Sherry?,Who should the bread irritate Sherry before upsetting?,-77.93444949388504,-81.25793996453285,3.323490470647812,True
bert-base-uncased,mlm,804,island_effects,adjunct_island,Who did Gary boast about after watching Joel?,Who did Gary boast about Joel after watching?,-69.46769309043884,-68.99206674098969,-0.4756263494491577,False
bert-base-uncased,mlm,805,island_effects,adjunct_island,Who will that screen annoy after scaring some drivers?,Who will that screen annoy some drivers after scaring?,-71.03725242614746,-80.49996066093445,9.462708234786987,True
bert-base-uncased,mlm,806,island_effects,adjunct_island,Who can Caroline annoy without describing Laura?,Who can Caroline annoy Laura without describing?,-63.4399778842926,-70.01245594024658,6.5724780559539795,True
bert-base-uncased,mlm,807,island_effects,adjunct_island,What is Paul arriving at after biking to a public park?,What is Paul arriving at a public park after biking to?,-67.93073451519012,-60.91495394706726,-7.015780568122864,False
bert-base-uncased,mlm,808,island_effects,adjunct_island,Who can James sound like before hiring Anna?,Who can James sound like Anna before hiring?,-59.54758095741272,-56.84540033340454,-2.7021806240081787,False
bert-base-uncased,mlm,809,island_effects,adjunct_island,What can Susan insult without admiring the libraries?,What can Susan insult the libraries without admiring?,-65.51216745376587,-67.19902503490448,1.6868575811386108,True
bert-base-uncased,mlm,810,island_effects,adjunct_island,Who is Liam curing without impressing Marcus?,Who is Liam curing Marcus without impressing?,-60.72189944982529,-64.30395889282227,3.5820594429969788,True
bert-base-uncased,mlm,811,island_effects,adjunct_island,What was Stephanie wearing while taking those coats?,What was Stephanie wearing those coats while taking?,-55.68485116958618,-57.58664011955261,1.9017889499664307,True
bert-base-uncased,mlm,812,island_effects,adjunct_island,Who was James escaping from before healing Valerie?,Who was James escaping from Valerie before healing?,-63.36427104473114,-57.705753445625305,-5.658517599105835,False
bert-base-uncased,mlm,813,island_effects,adjunct_island,Who would the organizations dislike without hurting Jessica?,Who would the organizations dislike Jessica without hurting?,-63.6177604496479,-72.87133836746216,9.253577917814255,True
bert-base-uncased,mlm,814,island_effects,adjunct_island,What is Carrie admiring without finding every mushroom?,What is Carrie admiring every mushroom without finding?,-66.46094369888306,-69.82687783241272,3.365934133529663,True
bert-base-uncased,mlm,815,island_effects,adjunct_island,What might Kirsten explore while cleaning those cafes?,What might Kirsten explore those cafes while cleaning?,-66.91718983650208,-68.45686149597168,1.5396716594696045,True
bert-base-uncased,mlm,816,island_effects,adjunct_island,Who was Elizabeth irritating without impressing Frank?,Who was Elizabeth irritating Frank without impressing?,-59.003786504268646,-61.653881788253784,2.650095283985138,True
bert-base-uncased,mlm,817,island_effects,adjunct_island,Who might this man return to after finding Jesus?,Who might this man return to Jesus after finding?,-50.69766700267792,-55.389892578125,4.6922255754470825,True
bert-base-uncased,mlm,818,island_effects,adjunct_island,What was Candice buying after selling some cat?,What was Candice buying some cat after selling?,-68.57441878318787,-71.51295602321625,2.9385372400283813,True
bert-base-uncased,mlm,819,island_effects,adjunct_island,What is the actor arriving at without visiting those cafes?,What is the actor arriving at those cafes without visiting?,-60.269358932971954,-50.321573138237,-9.947785794734955,False
bert-base-uncased,mlm,820,island_effects,adjunct_island,What did Michelle lift before selling many vases?,What did Michelle lift many vases before selling?,-67.58863306045532,-64.38577729463577,-3.2028557658195496,False
bert-base-uncased,mlm,821,island_effects,adjunct_island,Who had Angela bothered while scaring the driver?,Who had Angela bothered the driver while scaring?,-59.17354974150658,-67.31816613674164,8.144616395235062,True
bert-base-uncased,mlm,822,island_effects,adjunct_island,Who was Craig boring without alarming Anne?,Who was Craig boring Anne without alarming?,-62.565239667892456,-68.59820485115051,6.032965183258057,True
bert-base-uncased,mlm,823,island_effects,adjunct_island,Who was Naomi referencing while fleeing from Brenda?,Who was Naomi referencing Brenda while fleeing from?,-61.903703451156616,-71.64562034606934,9.74191689491272,True
bert-base-uncased,mlm,824,island_effects,adjunct_island,What has a bicycle disturbed while irritating a lot of schools?,What has a bicycle disturbed a lot of schools while irritating?,-73.21234542131424,-75.90458568930626,2.6922402679920197,True
bert-base-uncased,mlm,825,island_effects,adjunct_island,Who was Thomas arguing about after disgusting Stephen?,Who was Thomas arguing about Stephen after disgusting?,-65.39682304859161,-62.867382287979126,-2.529440760612488,False
bert-base-uncased,mlm,826,island_effects,adjunct_island,What had Karen found after appreciating those malls?,What had Karen found those malls after appreciating?,-75.4786565899849,-80.6360170841217,5.15736049413681,True
bert-base-uncased,mlm,827,island_effects,adjunct_island,What did Bradley mess up while cleaning that college campus?,What did Bradley mess up that college campus while cleaning?,-58.58777195215225,-62.51219719648361,3.92442524433136,True
bert-base-uncased,mlm,828,island_effects,adjunct_island,What is Sheila exiting after talking about all schools?,What is Sheila exiting all schools after talking about?,-62.15553402900696,-66.65696811676025,4.501434087753296,True
bert-base-uncased,mlm,829,island_effects,adjunct_island,Who would a play embarrass without aggravating Diane?,Who would a play embarrass Diane without aggravating?,-89.98889684677124,-95.2446780204773,5.255781173706055,True
bert-base-uncased,mlm,830,island_effects,adjunct_island,What was the waitress passing without stunning all museums?,What was the waitress passing all museums without stunning?,-60.95285525918007,-62.569988280534744,1.6171330213546753,True
bert-base-uncased,mlm,831,island_effects,adjunct_island,Who does Jesus criticize after criticizing Ellen?,Who does Jesus criticize Ellen after criticizing?,-62.320731580257416,-64.4051216840744,2.084390103816986,True
bert-base-uncased,mlm,832,island_effects,adjunct_island,Who had Matt remembered after shocking Jason?,Who had Matt remembered Jason after shocking?,-56.77256965637207,-63.49122357368469,6.718653917312622,True
bert-base-uncased,mlm,833,island_effects,adjunct_island,Who have all teachers annoyed before leaving Mark?,Who have all teachers annoyed Mark before leaving?,-67.13638639450073,-61.300129413604736,-5.836256980895996,False
bert-base-uncased,mlm,834,island_effects,adjunct_island,Who can Jill visit while concealing Janice?,Who can Jill visit Janice while concealing?,-56.58051806688309,-65.17096447944641,8.590446412563324,True
bert-base-uncased,mlm,835,island_effects,adjunct_island,Who did some water bother without shocking every guy?,Who did some water bother every guy without shocking?,-67.32123041152954,-71.979332447052,4.658102035522461,True
bert-base-uncased,mlm,836,island_effects,adjunct_island,What would some guys lift before finding most eyes?,What would some guys lift most eyes before finding?,-61.83566355705261,-65.14772057533264,3.3120570182800293,True
bert-base-uncased,mlm,837,island_effects,adjunct_island,Who had Monet bothered after finding Lucille?,Who had Monet bothered Lucille after finding?,-61.70070934295654,-71.66376781463623,9.963058471679688,True
bert-base-uncased,mlm,838,island_effects,adjunct_island,Who would Edward discover before upsetting Craig?,Who would Edward discover Craig before upsetting?,-62.39989352226257,-73.58416891098022,11.184275388717651,True
